"Region of Incident","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Migration Route"
"North Africa",2016,"Mar",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Mar",NA,20,NA,2,NA,NA,"Unknown","Western Mediterranean"
"US-Mexico Border",2016,"Mar",1,NA,NA,NA,1,NA,"Unknown (skeletal remains)","Central America to US"
"US-Mexico Border",2016,"Mar",1,NA,NA,NA,1,NA,"Unknown (skeletal remains)","Central America to US"
"Sub-Saharan Africa",2016,"Mar",3,NA,NA,NA,NA,NA,"Drowning",""
"Europe",2016,"Mar",1,NA,NA,NA,1,NA,"Unknown",""
"Mediterranean",2016,"Mar",1,NA,NA,NA,1,1,"Asphyxiation","Eastern Mediterranean"
"US-Mexico Border",2016,"Mar",1,NA,NA,NA,1,NA,"Unknown (skeletal remains)","Central America to US"
"Horn of Africa",2016,"Mar",4,NA,NA,NA,NA,NA,"Drowning","Horn Africa to Yemen"
"North Africa",2016,"Mar",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Mar",1,NA,NA,NA,NA,NA,"Vehicle Accident",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Crushed in back of truck",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Violence",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Dehydration",""
"US-Mexico Border",2016,"Feb",1,NA,NA,NA,1,NA,"Drowning","Central America to US"
"Middle East",2016,"Feb",1,NA,NA,1,NA,NA,"Sickness and lack of access to medicines",""
"Middle East",2016,"Feb",1,NA,NA,NA,1,NA,"Sickness and lack of access to medicines",""
"US-Mexico Border",2016,"Feb",1,NA,NA,NA,1,NA,"Drowning","Central America to US"
"US-Mexico Border",2016,"Feb",1,NA,NA,NA,1,NA,"Unknown (skeletal remains)","Central America to US"
"Mediterranean",2016,"Feb",5,NA,403,3,2,NA,"Asphyxiation","Central Mediterranean"
"US-Mexico Border",2016,"Feb",1,NA,NA,NA,1,NA,"Unknown","Central America to US"
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",13,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",6,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Suffocation",""
"North Africa",2016,"Feb",10,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",30,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",5,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",28,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",6,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Starvation",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"US-Mexico Border",2016,"Feb",1,NA,NA,NA,1,NA,"Drowning","Central America to US"
"Central America",2016,"Feb",1,NA,NA,NA,1,NA,"Fall from train","Central America to US"
"Mediterranean",2016,"Feb",2,NA,NA,NA,NA,NA,"Drowning","Central Mediterranean"
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Suffocation",""
"North Africa",2016,"Feb",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"US-Mexico Border",2016,"Feb",4,NA,NA,NA,4,NA,"Vehicle Accident","Central America to US"
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Starvation, Dehydration",""
"Sub-Saharan Africa",2016,"Feb",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",6,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",25,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Feb",6,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",8,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Feb",1,NA,2,NA,NA,1,"Hypothermia","Eastern Mediterranean"
"Caribbean",2016,"Feb",NA,1,12,NA,NA,NA,"Drowning",""
"Middle East",2016,"Feb",1,NA,NA,1,NA,1,"Sickness and lack of access to medicines",""
"Middle East",2016,"Feb",1,NA,NA,1,NA,NA,"Shot",""
"Middle East",2016,"Feb",1,NA,NA,1,NA,NA,"Sickness and lack of access to medicines",""
"Middle East",2016,"Feb",1,NA,NA,NA,1,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Vehicle Accident",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",6,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",5,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Feb",1,NA,NA,NA,1,NA,"Unknown","Western Mediterranean"
"North Africa",2016,"Feb",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Middle East",2016,"Feb",1,NA,NA,NA,1,NA,"Sickness and lack of access to medicines",""
"Central America",2016,"Feb",1,NA,11,NA,NA,NA,"Vehicle Accident","Central America to US"
"Central America",2016,"Feb",1,NA,NA,NA,1,NA,"Unknown (found dead next to train tracks)","Central America to US"
"Central America",2016,"Feb",1,NA,NA,NA,1,NA,"Fall from train","Central America to US"
"Europe",2016,"Feb",1,NA,NA,NA,1,NA,"Electrocution on railway","Western Balkans"
"North Africa",2016,"Feb",NA,28,NA,NA,NA,NA,"Presumed drowning","Western African"
"Caribbean",2016,"Feb",1,25,4,NA,1,NA,"Presumed drowning",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",6,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",7,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Europe",2016,"Feb",1,NA,NA,NA,1,NA,"Drowning",""
"Horn of Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"US-Mexico Border",2016,"Feb",1,NA,NA,NA,1,NA,"Drowning","Central America to US"
"US-Mexico Border",2016,"Feb",11,NA,NA,NA,NA,NA,"Mixed","Central America to US"
"Middle East",2016,"Feb",1,NA,NA,1,NA,1,"Exposure, Malnutrition",""
"Mediterranean",2016,"Feb",27,9,4,NA,NA,11,"Drowning","Eastern Mediterranean"
"Central America",2016,"Feb",1,NA,NA,NA,1,NA,"Fall from train","Central America to US"
"Middle East",2016,"Feb",1,NA,NA,NA,1,NA,"Sickness and lack of access to medicines",""
"South America",2016,"Feb",1,NA,NA,NA,1,NA,"Killed by landmine blast",""
"North Africa",2016,"Feb",NA,56,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Europe",2016,"Feb",2,NA,NA,NA,NA,1,"Hypothermia","Western Balkans"
"Horn of Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",7,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",4,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Middle East",2016,"Feb",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Feb",1,NA,NA,NA,1,NA,"Drowning","Western Mediterranean"
"North Africa",2016,"Feb",5,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Feb",9,NA,13,NA,NA,2,"Drowning","Eastern Mediterranean"
"North Africa",2016,"Feb",7,NA,42,NA,7,NA,"Drowning",""
"Caribbean",2016,"Feb",1,NA,NA,NA,1,NA,"Murdered",""
"Horn of Africa",2016,"Feb",20,NA,NA,NA,NA,NA,"Drowning","Horn Africa to Yemen"
"Sub-Saharan Africa",2016,"Feb",1,NA,NA,NA,NA,NA,"Vehicle Accident",""
"North Africa",2016,"Feb",2,NA,NA,NA,NA,NA,"Dehydration",""
"Mediterranean",2016,"Jan",3,NA,12,NA,NA,2,"Drowning","Eastern Mediterranean"
"US-Mexico Border",2016,"Jan",1,NA,3,NA,NA,NA,"Vehicle Accident","Central America to US"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,NA,NA,"Unknown (skeletal remains)","Central America to US"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Drowning","Central America to US"
"Mediterranean",2016,"Jan",39,NA,75,NA,NA,5,"Drowning","Eastern Mediterranean"
"Central America",2016,"Jan",1,NA,NA,NA,1,NA,"Murdered","Central America to US"
"Mediterranean",2016,"Jan",6,64,50,NA,NA,NA,"Drowning","Central Mediterranean"
"North Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Hypothermia","Central America to US"
"Middle East",2016,"Jan",1,NA,NA,NA,1,1,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Middle East",2016,"Jan",1,NA,NA,NA,1,NA,"Exposure, Hypothermia",""
"Mediterranean",2016,"Jan",26,15,9,6,10,10,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",7,NA,2,2,4,2,"Drowning","Eastern Mediterranean"
"Middle East",2016,"Jan",1,NA,NA,NA,1,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Jan",5,16,1,NA,NA,3,"Drowning","Eastern Mediterranean"
"Southeast Asia",2016,"Jan",23,12,NA,9,4,NA,"Drowning",""
"Mediterranean",2016,"Jan",1,NA,NA,NA,1,NA,"Drowning","Eastern Mediterranean"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Unknown (skeletal remains)","Central America to US"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Unknown (skeletal remains)","Central America to US"
"Europe",2016,"Jan",1,NA,2,NA,1,NA,"Murdered","Western Balkans"
"Middle East",2016,"Jan",1,NA,5,1,NA,NA,"Hypothermia",""
"Middle East",2016,"Jan",3,NA,NA,NA,NA,NA,"Hypothermia",""
"Middle East",2016,"Jan",1,NA,NA,1,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Jan",2,NA,NA,NA,2,NA,"Drowning","Eastern Mediterranean"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Unknown (skeletal remains)","Central America to US"
"Mediterranean",2016,"Jan",1,NA,NA,NA,1,1,"Unknown","Central Mediterranean"
"Mediterranean",2016,"Jan",1,NA,700,NA,1,1,"Unknown","Central Mediterranean"
"Mediterranean",2016,"Jan",1,NA,NA,1,NA,1,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",1,NA,NA,NA,1,NA,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",2,NA,NA,1,1,NA,"Drowning","Eastern Mediterranean"
"Europe",2016,"Jan",1,NA,NA,NA,1,NA,"Fall from truck, Crushed",""
"Mediterranean",2016,"Jan",1,NA,NA,NA,1,NA,"Drowning","Eastern Mediterranean"
"Europe",2016,"Jan",1,NA,NA,NA,1,NA,"Hypothermia","Western Balkans"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Drowning","Central America to US"
"Mediterranean",2016,"Jan",13,11,25,4,1,5,"Drowning","Eastern Mediterranean"
"Caribbean",2016,"Jan",1,NA,5,NA,1,NA,"Shot",""
"Middle East",2016,"Jan",1,NA,NA,NA,1,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Jan",8,NA,41,2,NA,6,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",35,9,26,17,7,11,"Drowning","Eastern Mediterranean"
"North Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Jan",2,NA,46,1,1,1,"Hypothermia","Eastern Mediterranean"
"Sub-Saharan Africa",2016,"Jan",14,NA,1,NA,NA,1,"Vehicle Accident",""
"Central America",2016,"Jan",1,NA,NA,NA,NA,NA,"Vehicle Accident","Central America to US"
"Europe",2016,"Jan",1,NA,NA,NA,1,NA,"Hypothermia","Western Balkans"
"Horn of Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",14,NA,NA,NA,NA,NA,"Dehydration",""
"Horn of Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Jan",1,NA,NA,NA,NA,NA,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",1,8,NA,NA,NA,NA,"Drowning","Central Mediterranean"
"Sub-Saharan Africa",2016,"Jan",4,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Europe",2016,"Jan",1,NA,NA,NA,1,NA,"Hypothermia",""
"Middle East",2016,"Jan",1,NA,NA,NA,1,NA,"Sickness and lack of access to medicines",""
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Unknown","Central America to US"
"Middle East",2016,"Jan",1,NA,NA,NA,1,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Jan",6,NA,1,3,2,NA,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",1,NA,NA,NA,NA,NA,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",1,NA,63,NA,NA,1,"Unknown","Eastern Mediterranean"
"Mediterranean",2016,"Jan",3,NA,20,NA,NA,3,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",4,NA,9,NA,NA,3,"Drowning","Eastern Mediterranean"
"North Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Jan",6,NA,NA,1,5,NA,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",3,3,13,3,3,2,"Drowning","Eastern Mediterranean"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Hypoglycemia","Central America to US"
"Middle East",2016,"Jan",1,NA,NA,NA,1,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Jan",3,NA,13,3,NA,1,"Drowning","Eastern Mediterranean"
"Central America",2016,"Jan",1,NA,NA,NA,1,NA,"Fall from train","Central America to US"
"South America",2016,"Jan",9,6,15,NA,NA,NA,"Drowning","Darien Gap"
"Mediterranean",2016,"Jan",1,8,34,9,NA,NA,"Drowning","Central Mediterranean"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Unknown","Central America to US"
"Europe",2016,"Jan",1,NA,NA,NA,1,NA,"Plane stowaway",""
"North Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",3,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Horn of Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Middle East",2016,"Jan",7,NA,42,NA,NA,NA,"Vehicle Accident",""
"Central America",2016,"Jan",1,NA,NA,NA,1,NA,"Hit by vehicle","Central America to US"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Hypothermia","Central America to US"
"Middle East",2016,"Jan",4,NA,30,NA,NA,2,"Vehicle Accident",""
"Mediterranean",2016,"Jan",1,NA,NA,NA,1,1,"Drowning","Western Mediterranean"
"US-Mexico Border",2016,"Jan",4,NA,NA,1,NA,NA,"Unknown","Central America to US"
"Mediterranean",2016,"Jan",1,NA,NA,NA,NA,NA,"Drowning","Eastern Mediterranean"
"Horn of Africa",2016,"Jan",NA,36,70,NA,NA,NA,"Drowning","Horn Africa to Yemen"
"North Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"Mediterranean",2016,"Jan",36,NA,8,2,NA,3,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",1,NA,NA,1,NA,NA,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",1,NA,NA,1,NA,1,"Drowning","Eastern Mediterranean"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Unknown (skeletal remains)","Central America to US"
"US-Mexico Border",2016,"Jan",1,NA,NA,NA,1,NA,"Unknown (skeletal remains)","Central America to US"
"Mediterranean",2016,"Jan",3,NA,NA,NA,3,NA,"Drowning","Western Mediterranean"
"Mediterranean",2016,"Jan",1,NA,NA,NA,NA,NA,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",1,NA,NA,1,NA,NA,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",1,NA,NA,NA,1,NA,"Drowning","Eastern Mediterranean"
"Central America",2016,"Jan",3,NA,NA,NA,3,3,"Unknown","Central America to US"
"Mediterranean",2016,"Jan",1,NA,NA,NA,1,NA,"Drowning","Western Mediterranean"
"Mediterranean",2016,"Jan",1,NA,39,NA,1,1,"Drowning","Eastern Mediterranean"
"Mediterranean",2016,"Jan",4,NA,NA,1,3,NA,"Drowning","Eastern Mediterranean"
"North Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Violence",""
"North Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",6,NA,NA,NA,NA,NA,"Starvation",""
"North Africa",2016,"Jan",3,NA,NA,NA,NA,NA,"Unknown",""
"North Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Violence",""
"North Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Unknown",""
"North Africa",2016,"Jan",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2016,"Jan",2,NA,NA,NA,NA,NA,"Hypothermia",""
"Caribbean",2015,"Dec",5,NA,NA,NA,2,NA,"Drowning","Venezuela to Curaçao"
"Europe",2015,"Dec",2,NA,NA,NA,2,NA,"Hypothermia",""
"Sub-Saharan Africa",2015,"Dec",NA,1,11,1,NA,1,"Sickness and lack of access to medicines",""
"US-Mexico Border",2015,"Dec",126,NA,NA,NA,NA,NA,"Mixed","Central America to US"
"Horn of Africa",2015,"Dec",1,NA,NA,NA,NA,NA,"Shot, Stabbed",""
"Horn of Africa",2015,"Dec",1,NA,NA,NA,NA,NA,"Shot, Stabbed",""
"Horn of Africa",2015,"Dec",1,NA,NA,NA,NA,NA,"Sickness and lack of access to medicines",""
"North Africa",2015,"Dec",4,NA,NA,NA,NA,NA,"Shot",""
"Mediterranean",2015,"Dec",2,NA,NA,1,1,NA,"Drowning","Eastern Mediterranean"
"Mediterranean",2015,"Dec",7,NA,NA,NA,NA,NA,"Drowning","Central Mediterranean"
"Central America",2015,"Dec",3,NA,NA,NA,NA,NA,"Murdered","Central America to US"
"US-Mexico Border",2015,"Dec",1,NA,NA,NA,1,NA,"Unknown (skeletal remains)","Central America to US"
